,iso2,year,cases,sex,age
12019,BF,1986,0.0,m,514
12020,BF,1987,0.0,m,514
12021,BF,1988,0.0,m,514
12022,BF,1989,0.0,m,514
12023,BF,1990,0.0,m,514
12024,BF,1991,0.0,m,514
12025,BF,1993,0.0,m,514
12026,BF,1994,0.0,m,514
12027,BF,1995,0.0,m,514
12028,BF,1996,0.0,m,514
12029,BF,1997,0.0,m,514
12030,BF,1998,0.0,m,514
12031,BF,1999,0.0,m,514
12032,BF,2000,0.0,m,514
12033,BF,2001,0.0,m,514
12034,BF,2002,0.0,m,514
12035,BF,2003,0.0,m,514
12036,BF,2004,0.0,m,514
12037,BF,2005,0.0,m,514
12038,BF,2006,0.0,m,514
12039,BF,2007,6.0,m,514
12040,BF,2008,0.0,m,514
12041,BG,1980,0.0,m,514
12042,BG,1981,0.0,m,514
12043,BG,1982,0.0,m,514
12044,BG,1983,0.0,m,514
12045,BG,1984,0.0,m,514
12046,BG,1985,0.0,m,514
12047,BG,1986,0.0,m,514
12048,BG,1987,0.0,m,514
12049,BG,1988,0.0,m,514
12050,BG,1989,0.0,m,514
12051,BG,1990,0.0,m,514
12052,BG,1991,0.0,m,514
12053,BG,1992,0.0,m,514
12054,BG,1993,0.0,m,514
12055,BG,1994,0.0,m,514
12056,BG,1995,0.0,m,514
12057,BG,1996,0.0,m,514
12058,BG,1997,0.0,m,514
12059,BG,1998,0.0,m,514
12060,BG,1999,0.0,m,514
12061,BG,2000,0.0,m,514
12062,BG,2001,0.0,m,514
12063,BG,2002,0.0,m,514
12064,BG,2003,0.0,m,514
12065,BG,2004,0.0,m,514
12066,BG,2005,9.0,m,514
12067,BG,2006,0.0,m,514
12068,BG,2007,5.0,m,514
12069,BG,2008,1.0,m,514
12070,BH,1980,0.0,m,514
12071,BH,1981,0.0,m,514
12072,BH,1982,0.0,m,514
12073,BH,1983,0.0,m,514
12074,BH,1984,0.0,m,514
12075,BH,1985,0.0,m,514
12076,BH,1986,0.0,m,514
12077,BH,1987,0.0,m,514
12078,BH,1988,0.0,m,514
12079,BH,1989,0.0,m,514
12080,BH,1990,0.0,m,514
12081,BH,1991,0.0,m,514
12082,BH,1992,0.0,m,514
12083,BH,1993,0.0,m,514
12084,BH,1995,0.0,m,514
12085,BH,1996,0.0,m,514
12086,BH,1997,0.0,m,514
12087,BH,1998,0.0,m,514
12088,BH,1999,0.0,m,514
12089,BH,2000,0.0,m,514
12090,BH,2001,0.0,m,514
12091,BH,2002,0.0,m,514
12092,BH,2003,0.0,m,514
12093,BH,2004,0.0,m,514
12094,BH,2005,0.0,m,514
12095,BH,2006,0.0,m,514
12096,BH,2007,0.0,m,514
12097,BH,2008,0.0,m,514
12098,BI,1980,0.0,m,514
12099,BI,1981,0.0,m,514
12100,BI,1982,0.0,m,514
12101,BI,1983,0.0,m,514
12102,BI,1984,0.0,m,514
12103,BI,1985,0.0,m,514
12104,BI,1986,0.0,m,514
12105,BI,1987,0.0,m,514
12106,BI,1988,0.0,m,514
12107,BI,1989,0.0,m,514
12108,BI,1990,0.0,m,514
12109,BI,1991,0.0,m,514
12110,BI,1992,0.0,m,514
12111,BI,1993,0.0,m,514
12112,BI,1994,0.0,m,514
12113,BI,1995,0.0,m,514
12114,BI,1996,0.0,m,514
12115,BI,1997,0.0,m,514
12116,BI,1998,0.0,m,514
12117,BI,1999,0.0,m,514
12118,BI,2000,0.0,m,514
12119,BI,2001,0.0,m,514
12120,BI,2002,0.0,m,514
12121,BI,2003,0.0,m,514
12122,BI,2004,0.0,m,514
12123,BI,2005,0.0,m,514
12124,BI,2006,0.0,m,514
12125,BI,2007,0.0,m,514
12126,BI,2008,0.0,m,514
12127,BJ,1980,0.0,m,514
12128,BJ,1981,0.0,m,514
12129,BJ,1982,0.0,m,514
12130,BJ,1983,0.0,m,514
12131,BJ,1984,0.0,m,514
12132,BJ,1985,0.0,m,514
12133,BJ,1986,0.0,m,514
12134,BJ,1987,0.0,m,514
12135,BJ,1988,0.0,m,514
12136,BJ,1989,0.0,m,514
12137,BJ,1990,0.0,m,514
12138,BJ,1991,0.0,m,514
12139,BJ,1992,0.0,m,514
12140,BJ,1993,0.0,m,514
12141,BJ,1994,0.0,m,514
12142,BJ,1995,0.0,m,514
12143,BJ,1996,0.0,m,514
12144,BJ,1997,0.0,m,514
12145,BJ,1998,0.0,m,514
12146,BJ,1999,0.0,m,514
12147,BJ,2000,0.0,m,514
12148,BJ,2001,0.0,m,514
12149,BJ,2002,0.0,m,514
12150,BJ,2003,0.0,m,514
12151,BJ,2004,0.0,m,514
12152,BJ,2005,0.0,m,514
12153,BJ,2006,0.0,m,514
12154,BJ,2007,0.0,m,514
12155,BJ,2008,0.0,m,514
12156,BM,1980,0.0,m,514
12157,BM,1981,0.0,m,514
12158,BM,1982,0.0,m,514
12159,BM,1983,0.0,m,514
12160,BM,1984,0.0,m,514
12161,BM,1985,0.0,m,514
12162,BM,1986,0.0,m,514
12163,BM,1987,0.0,m,514
12164,BM,1988,0.0,m,514
12165,BM,1989,0.0,m,514
12166,BM,1990,0.0,m,514
12167,BM,1991,0.0,m,514
12168,BM,1992,0.0,m,514
12169,BM,1995,0.0,m,514
12170,BM,1996,0.0,m,514
12171,BM,1997,0.0,m,514
12172,BM,1998,0.0,m,514
12173,BM,1999,0.0,m,514
12174,BM,2000,0.0,m,514
12175,BM,2001,0.0,m,514
12176,BM,2002,0.0,m,514
12177,BM,2003,0.0,m,514
12178,BM,2004,0.0,m,514
12179,BM,2005,0.0,m,514
12180,BM,2006,0.0,m,514
12181,BM,2007,0.0,m,514
12182,BM,2008,0.0,m,514
12183,BN,1980,0.0,m,514
12184,BN,1981,0.0,m,514
12185,BN,1982,0.0,m,514
12186,BN,1983,0.0,m,514
12187,BN,1984,0.0,m,514
12188,BN,1985,0.0,m,514
12189,BN,1986,0.0,m,514
12190,BN,1987,0.0,m,514
12191,BN,1988,0.0,m,514
12192,BN,1989,0.0,m,514
12193,BN,1990,0.0,m,514
12194,BN,1992,0.0,m,514
12195,BN,1993,0.0,m,514
12196,BN,1997,0.0,m,514
12197,BN,1998,0.0,m,514
12198,BN,1999,0.0,m,514
12199,BN,2000,0.0,m,514
12200,BN,2001,0.0,m,514
12201,BN,2002,0.0,m,514
12202,BN,2003,0.0,m,514
12203,BN,2004,0.0,m,514
12204,BN,2005,0.0,m,514
12205,BN,2006,0.0,m,514
12206,BN,2007,0.0,m,514
12207,BN,2008,0.0,m,514
12208,BO,1980,0.0,m,514
12209,BO,1981,0.0,m,514
12210,BO,1982,0.0,m,514
12211,BO,1983,0.0,m,514
12212,BO,1984,0.0,m,514
12213,BO,1985,0.0,m,514
12214,BO,1986,0.0,m,514
12215,BO,1987,0.0,m,514
12216,BO,1988,0.0,m,514
12217,BO,1989,0.0,m,514
12218,BO,1990,0.0,m,514
12219,BO,1991,0.0,m,514
12220,BO,1992,0.0,m,514
12221,BO,1993,0.0,m,514
12222,BO,1994,0.0,m,514
12223,BO,1995,0.0,m,514
12224,BO,1996,0.0,m,514
12225,BO,1997,0.0,m,514
12226,BO,1998,0.0,m,514
12227,BO,1999,0.0,m,514
12228,BO,2000,0.0,m,514
12229,BO,2001,0.0,m,514
12230,BO,2002,0.0,m,514
12231,BO,2003,0.0,m,514
12232,BO,2004,0.0,m,514
12233,BO,2005,0.0,m,514
12234,BO,2006,0.0,m,514
12235,BO,2007,0.0,m,514
12236,BO,2008,0.0,m,514
12237,BR,1980,0.0,m,514
12238,BR,1981,0.0,m,514
12239,BR,1982,0.0,m,514
12240,BR,1983,0.0,m,514
12241,BR,1984,0.0,m,514
12242,BR,1985,0.0,m,514
12243,BR,1986,0.0,m,514
12244,BR,1987,0.0,m,514
12245,BR,1988,0.0,m,514
12246,BR,1989,0.0,m,514
12247,BR,1990,0.0,m,514
12248,BR,1991,0.0,m,514
12249,BR,1992,0.0,m,514
12250,BR,1994,0.0,m,514
12251,BR,1995,0.0,m,514
12252,BR,1996,0.0,m,514
12253,BR,1997,0.0,m,514
12254,BR,1998,0.0,m,514
12255,BR,1999,0.0,m,514
12256,BR,2000,0.0,m,514
12257,BR,2001,0.0,m,514
12258,BR,2002,0.0,m,514
12259,BR,2003,0.0,m,514
12260,BR,2004,0.0,m,514
12261,BR,2005,0.0,m,514
12262,BR,2006,207.0,m,514
12263,BR,2007,196.0,m,514
12264,BR,2008,183.0,m,514
12265,BS,1980,0.0,m,514
12266,BS,1981,0.0,m,514
12267,BS,1982,0.0,m,514
12268,BS,1983,0.0,m,514
12269,BS,1984,0.0,m,514
12270,BS,1985,0.0,m,514
12271,BS,1986,0.0,m,514
12272,BS,1987,0.0,m,514
12273,BS,1988,0.0,m,514
12274,BS,1989,0.0,m,514
12275,BS,1990,0.0,m,514
12276,BS,1991,0.0,m,514
12277,BS,1992,0.0,m,514
12278,BS,1993,0.0,m,514
12279,BS,1994,0.0,m,514
12280,BS,1995,0.0,m,514
12281,BS,1996,0.0,m,514
12282,BS,1997,0.0,m,514
12283,BS,1998,0.0,m,514
12284,BS,1999,0.0,m,514
12285,BS,2000,0.0,m,514
12286,BS,2001,0.0,m,514
12287,BS,2002,0.0,m,514
12288,BS,2003,0.0,m,514
12289,BS,2004,0.0,m,514
12290,BS,2006,0.0,m,514
12291,BS,2007,0.0,m,514
12292,BS,2008,0.0,m,514
12293,BT,1980,0.0,m,514
12294,BT,1981,0.0,m,514
12295,BT,1982,0.0,m,514
12296,BT,1983,0.0,m,514
12297,BT,1984,0.0,m,514
12298,BT,1985,0.0,m,514
12299,BT,1986,0.0,m,514
12300,BT,1987,0.0,m,514
12301,BT,1988,0.0,m,514
12302,BT,1989,0.0,m,514
12303,BT,1990,0.0,m,514
12304,BT,1991,0.0,m,514
12305,BT,1992,0.0,m,514
12306,BT,1993,0.0,m,514
12307,BT,1994,0.0,m,514
12308,BT,1995,0.0,m,514
12309,BT,1996,0.0,m,514
12310,BT,1997,0.0,m,514
12311,BT,1998,0.0,m,514
12312,BT,1999,0.0,m,514
12313,BT,2000,0.0,m,514
12314,BT,2001,0.0,m,514
12315,BT,2002,0.0,m,514
12316,BT,2003,0.0,m,514
12317,BT,2004,0.0,m,514
12318,BT,2005,0.0,m,514
12319,BT,2006,0.0,m,514
12320,BT,2007,0.0,m,514
12321,BT,2008,0.0,m,514
12322,BW,1980,0.0,m,514
12323,BW,1981,0.0,m,514
12324,BW,1982,0.0,m,514
12325,BW,1983,0.0,m,514
12326,BW,1984,0.0,m,514
12327,BW,1985,0.0,m,514
12328,BW,1986,0.0,m,514
12329,BW,1987,0.0,m,514
12330,BW,1988,0.0,m,514
12331,BW,1989,0.0,m,514
12332,BW,1990,0.0,m,514
12333,BW,1991,0.0,m,514
12334,BW,1992,0.0,m,514
12335,BW,1993,0.0,m,514
12336,BW,1994,0.0,m,514
12337,BW,1995,0.0,m,514
12338,BW,1996,0.0,m,514
12339,BW,1997,0.0,m,514
12340,BW,1998,0.0,m,514
12341,BW,1999,0.0,m,514
12342,BW,2000,0.0,m,514
12343,BW,2001,0.0,m,514
12344,BW,2002,0.0,m,514
12345,BW,2003,0.0,m,514
12346,BW,2004,0.0,m,514
12347,BW,2005,0.0,m,514
12348,BW,2006,0.0,m,514
12349,BW,2007,0.0,m,514
12350,BW,2008,23.0,m,514
12351,BY,1980,0.0,m,514
12352,BY,1981,0.0,m,514
12353,BY,1982,0.0,m,514
12354,BY,1983,0.0,m,514
12355,BY,1984,0.0,m,514
12356,BY,1985,0.0,m,514
12357,BY,1986,0.0,m,514
12358,BY,1987,0.0,m,514
12359,BY,1988,0.0,m,514
12360,BY,1989,0.0,m,514
12361,BY,1990,0.0,m,514
12362,BY,1991,0.0,m,514
12363,BY,1992,0.0,m,514
12364,BY,1993,0.0,m,514
12365,BY,1994,0.0,m,514
12366,BY,1995,0.0,m,514
12367,BY,1996,0.0,m,514
12368,BY,1997,0.0,m,514
12369,BY,1998,0.0,m,514
12370,BY,1999,0.0,m,514
12371,BY,2000,0.0,m,514
12372,BY,2001,0.0,m,514
12373,BY,2002,0.0,m,514
12374,BY,2003,0.0,m,514
12375,BY,2004,0.0,m,514
12376,BY,2005,0.0,m,514
12377,BY,2006,0.0,m,514
12378,BY,2007,0.0,m,514
12379,BY,2008,0.0,m,514
12380,BZ,1980,0.0,m,514
12381,BZ,1981,0.0,m,514
12382,BZ,1982,0.0,m,514
12383,BZ,1983,0.0,m,514
12384,BZ,1984,0.0,m,514
12385,BZ,1985,0.0,m,514
12386,BZ,1986,0.0,m,514
12387,BZ,1987,0.0,m,514
12388,BZ,1988,0.0,m,514
12389,BZ,1989,0.0,m,514
12390,BZ,1990,0.0,m,514
12391,BZ,1991,0.0,m,514
12392,BZ,1992,0.0,m,514
12393,BZ,1993,0.0,m,514
12394,BZ,1994,0.0,m,514
12395,BZ,1995,0.0,m,514
12396,BZ,1996,0.0,m,514
12397,BZ,1997,0.0,m,514
12398,BZ,1998,0.0,m,514
12399,BZ,1999,0.0,m,514
12400,BZ,2000,0.0,m,514
12401,BZ,2001,0.0,m,514
12402,BZ,2002,0.0,m,514
12403,BZ,2003,0.0,m,514
12404,BZ,2004,0.0,m,514
12405,BZ,2005,0.0,m,514
12406,BZ,2006,3.0,m,514
12407,BZ,2007,0.0,m,514
12408,BZ,2008,1.0,m,514
12409,CA,1980,0.0,m,514
12410,CA,1981,0.0,m,514
12411,CA,1982,0.0,m,514
12412,CA,1983,0.0,m,514
12413,CA,1984,0.0,m,514
12414,CA,1985,0.0,m,514
12415,CA,1986,0.0,m,514
12416,CA,1987,0.0,m,514
12417,CA,1988,0.0,m,514
12418,CA,1989,0.0,m,514
12419,CA,1990,0.0,m,514
12420,CA,1991,0.0,m,514
12421,CA,1992,0.0,m,514
12422,CA,1993,0.0,m,514
12423,CA,1994,0.0,m,514
12424,CA,1995,0.0,m,514
12425,CA,1996,0.0,m,514
12426,CA,1997,0.0,m,514
12427,CA,1998,0.0,m,514
12428,CA,1999,0.0,m,514
12429,CA,2000,0.0,m,514
12430,CA,2001,0.0,m,514
12431,CA,2002,0.0,m,514
12432,CA,2003,0.0,m,514
12433,CA,2004,0.0,m,514
12434,CA,2005,0.0,m,514
12435,CA,2006,1.0,m,514
12436,CA,2007,1.0,m,514
12437,CA,2008,2.0,m,514
12438,CD,1980,0.0,m,514
12439,CD,1981,0.0,m,514
12440,CD,1982,0.0,m,514
12441,CD,1983,0.0,m,514
12442,CD,1984,0.0,m,514
12443,CD,1985,0.0,m,514
12444,CD,1986,0.0,m,514
12445,CD,1987,0.0,m,514
12446,CD,1988,0.0,m,514
12447,CD,1989,0.0,m,514
12448,CD,1990,0.0,m,514
12449,CD,1991,0.0,m,514
12450,CD,1992,0.0,m,514
12451,CD,1993,0.0,m,514
12452,CD,1994,0.0,m,514
12453,CD,1995,0.0,m,514
12454,CD,1996,0.0,m,514
12455,CD,1997,0.0,m,514
12456,CD,1998,0.0,m,514
12457,CD,1999,0.0,m,514
12458,CD,2000,0.0,m,514
12459,CD,2001,0.0,m,514
12460,CD,2002,0.0,m,514
12461,CD,2003,0.0,m,514
12462,CD,2004,0.0,m,514
12463,CD,2005,0.0,m,514
12464,CD,2006,0.0,m,514
12465,CD,2007,0.0,m,514
12466,CD,2008,0.0,m,514
12467,CF,1980,0.0,m,514
12468,CF,1981,0.0,m,514
12469,CF,1982,0.0,m,514
12470,CF,1983,0.0,m,514
12471,CF,1984,0.0,m,514
12472,CF,1985,0.0,m,514
12473,CF,1986,0.0,m,514
12474,CF,1987,0.0,m,514
12475,CF,1988,0.0,m,514
12476,CF,1989,0.0,m,514
12477,CF,1990,0.0,m,514
12478,CF,1991,0.0,m,514
12479,CF,1995,0.0,m,514
12480,CF,1996,0.0,m,514
12481,CF,1997,0.0,m,514
12482,CF,1998,0.0,m,514
12483,CF,1999,0.0,m,514
12484,CF,2000,0.0,m,514
12485,CF,2001,0.0,m,514
12486,CF,2002,0.0,m,514
12487,CF,2003,0.0,m,514
12488,CF,2004,0.0,m,514
12489,CF,2005,0.0,m,514
12490,CF,2006,0.0,m,514
12491,CF,2007,0.0,m,514
12492,CF,2008,0.0,m,514
12493,CG,1980,0.0,m,514
12494,CG,1981,0.0,m,514
12495,CG,1982,0.0,m,514
12496,CG,1983,0.0,m,514
12497,CG,1984,0.0,m,514
12498,CG,1985,0.0,m,514
12499,CG,1986,0.0,m,514
12500,CG,1987,0.0,m,514
12501,CG,1988,0.0,m,514
12502,CG,1989,0.0,m,514
12503,CG,1990,0.0,m,514
12504,CG,1991,0.0,m,514
12505,CG,1992,0.0,m,514
12506,CG,1993,0.0,m,514
12507,CG,1994,0.0,m,514
12508,CG,1995,0.0,m,514
12509,CG,1996,0.0,m,514
12510,CG,1997,0.0,m,514
12511,CG,1998,0.0,m,514
12512,CG,1999,0.0,m,514
12513,CG,2000,0.0,m,514
12514,CG,2001,0.0,m,514
12515,CG,2002,0.0,m,514
12516,CG,2003,0.0,m,514
12517,CG,2004,0.0,m,514
12518,CG,2005,0.0,m,514
12519,CG,2006,0.0,m,514
12520,CG,2007,0.0,m,514
12521,CG,2008,0.0,m,514
12522,CH,1980,0.0,m,514
12523,CH,1981,0.0,m,514
12524,CH,1982,0.0,m,514
12525,CH,1983,0.0,m,514
12526,CH,1984,0.0,m,514
12527,CH,1985,0.0,m,514
12528,CH,1986,0.0,m,514
12529,CH,1987,0.0,m,514
12530,CH,1988,0.0,m,514
12531,CH,1989,0.0,m,514
12532,CH,1990,0.0,m,514
12533,CH,1991,0.0,m,514
12534,CH,1992,0.0,m,514
12535,CH,1993,0.0,m,514
12536,CH,1994,0.0,m,514
12537,CH,1995,0.0,m,514
12538,CH,1996,0.0,m,514
12539,CH,1997,0.0,m,514
12540,CH,1998,0.0,m,514
12541,CH,1999,0.0,m,514
12542,CH,2000,0.0,m,514
12543,CH,2001,0.0,m,514
12544,CH,2002,0.0,m,514
12545,CH,2003,0.0,m,514
12546,CH,2004,0.0,m,514
12547,CH,2005,1.0,m,514
12548,CH,2006,1.0,m,514
12549,CH,2007,0.0,m,514
12550,CH,2008,0.0,m,514
12551,CI,1980,0.0,m,514
12552,CI,1981,0.0,m,514
12553,CI,1982,0.0,m,514
12554,CI,1983,0.0,m,514
12555,CI,1984,0.0,m,514
12556,CI,1985,0.0,m,514
12557,CI,1986,0.0,m,514
12558,CI,1987,0.0,m,514
12559,CI,1988,0.0,m,514
12560,CI,1989,0.0,m,514
12561,CI,1990,0.0,m,514
12562,CI,1991,0.0,m,514
12563,CI,1992,0.0,m,514
12564,CI,1993,0.0,m,514
12565,CI,1994,0.0,m,514
12566,CI,1995,0.0,m,514
12567,CI,1996,0.0,m,514
12568,CI,1997,0.0,m,514
12569,CI,1998,0.0,m,514
12570,CI,1999,0.0,m,514
12571,CI,2000,0.0,m,514
12572,CI,2001,0.0,m,514
12573,CI,2002,0.0,m,514
12574,CI,2003,0.0,m,514
12575,CI,2004,0.0,m,514
12576,CI,2005,0.0,m,514
12577,CI,2006,0.0,m,514
12578,CI,2007,0.0,m,514
12579,CI,2008,0.0,m,514
12580,CK,1980,0.0,m,514
12581,CK,1981,0.0,m,514
12582,CK,1982,0.0,m,514
12583,CK,1983,0.0,m,514
12584,CK,1984,0.0,m,514
12585,CK,1985,0.0,m,514
12586,CK,1986,0.0,m,514
12587,CK,1987,0.0,m,514
12588,CK,1988,0.0,m,514
12589,CK,1989,0.0,m,514
12590,CK,1990,0.0,m,514
12591,CK,1991,0.0,m,514
12592,CK,1992,0.0,m,514
12593,CK,1993,0.0,m,514
12594,CK,1994,0.0,m,514
12595,CK,1995,0.0,m,514
12596,CK,1996,0.0,m,514
12597,CK,1997,0.0,m,514
12598,CK,1998,0.0,m,514
12599,CK,1999,0.0,m,514
12600,CK,2000,0.0,m,514
12601,CK,2001,0.0,m,514
12602,CK,2002,0.0,m,514
12603,CK,2003,0.0,m,514
12604,CK,2004,0.0,m,514
12605,CK,2005,0.0,m,514
12606,CK,2006,0.0,m,514
12607,CK,2007,0.0,m,514
12608,CK,2008,0.0,m,514
12609,CL,1980,0.0,m,514
12610,CL,1981,0.0,m,514
12611,CL,1982,0.0,m,514
12612,CL,1983,0.0,m,514
12613,CL,1984,0.0,m,514
12614,CL,1985,0.0,m,514
12615,CL,1986,0.0,m,514
12616,CL,1987,0.0,m,514
12617,CL,1988,0.0,m,514
12618,CL,1989,0.0,m,514
12619,CL,1990,0.0,m,514
12620,CL,1991,0.0,m,514
12621,CL,1992,0.0,m,514
12622,CL,1993,0.0,m,514
12623,CL,1994,0.0,m,514
12624,CL,1995,0.0,m,514
12625,CL,1996,0.0,m,514
12626,CL,1997,0.0,m,514
12627,CL,1998,0.0,m,514
12628,CL,1999,0.0,m,514
12629,CL,2000,0.0,m,514
12630,CL,2001,0.0,m,514
12631,CL,2002,0.0,m,514
12632,CL,2003,0.0,m,514
12633,CL,2004,0.0,m,514
12634,CL,2005,0.0,m,514
12635,CL,2006,7.0,m,514
12636,CL,2007,3.0,m,514
12637,CL,2008,6.0,m,514
12638,CM,1980,0.0,m,514
12639,CM,1981,0.0,m,514
12640,CM,1982,0.0,m,514
12641,CM,1983,0.0,m,514
12642,CM,1984,0.0,m,514
12643,CM,1985,0.0,m,514
12644,CM,1986,0.0,m,514
12645,CM,1987,0.0,m,514
12646,CM,1988,0.0,m,514
12647,CM,1989,0.0,m,514
12648,CM,1990,0.0,m,514
12649,CM,1991,0.0,m,514
12650,CM,1992,0.0,m,514
12651,CM,1993,0.0,m,514
12652,CM,1994,0.0,m,514
12653,CM,1995,0.0,m,514
12654,CM,1996,0.0,m,514
12655,CM,1997,0.0,m,514
12656,CM,1998,0.0,m,514
12657,CM,1999,0.0,m,514
12658,CM,2000,0.0,m,514
12659,CM,2001,0.0,m,514
12660,CM,2002,0.0,m,514
12661,CM,2003,0.0,m,514
12662,CM,2004,0.0,m,514
12663,CM,2005,0.0,m,514
12664,CM,2006,0.0,m,514
12665,CM,2007,0.0,m,514
12666,CM,2008,0.0,m,514
12667,CN,1982,0.0,m,514
12668,CN,1983,0.0,m,514
12669,CN,1984,0.0,m,514
12670,CN,1985,0.0,m,514
12671,CN,1986,0.0,m,514
12672,CN,1987,0.0,m,514
12673,CN,1988,0.0,m,514
12674,CN,1989,0.0,m,514
12675,CN,1990,0.0,m,514
12676,CN,1991,0.0,m,514
12677,CN,1992,0.0,m,514
12678,CN,1993,0.0,m,514
12679,CN,1994,0.0,m,514
12680,CN,1995,0.0,m,514
12681,CN,1996,0.0,m,514
12682,CN,1997,0.0,m,514
12683,CN,1998,0.0,m,514
12684,CN,1999,0.0,m,514
12685,CN,2000,0.0,m,514
12686,CN,2001,0.0,m,514
12687,CN,2002,0.0,m,514
12688,CN,2003,0.0,m,514
12689,CN,2004,0.0,m,514
12690,CN,2005,0.0,m,514
12691,CN,2006,0.0,m,514
12692,CN,2007,0.0,m,514
12693,CN,2008,0.0,m,514
12694,CO,1980,0.0,m,514
12695,CO,1981,0.0,m,514
12696,CO,1982,0.0,m,514
12697,CO,1983,0.0,m,514
12698,CO,1984,0.0,m,514
12699,CO,1985,0.0,m,514
12700,CO,1986,0.0,m,514
12701,CO,1987,0.0,m,514
12702,CO,1988,0.0,m,514
12703,CO,1989,0.0,m,514
12704,CO,1990,0.0,m,514
12705,CO,1991,0.0,m,514
12706,CO,1992,0.0,m,514
12707,CO,1993,0.0,m,514
12708,CO,1994,0.0,m,514
12709,CO,1995,0.0,m,514
12710,CO,1996,0.0,m,514
12711,CO,1997,0.0,m,514
12712,CO,1998,0.0,m,514
12713,CO,1999,0.0,m,514
12714,CO,2000,0.0,m,514
12715,CO,2001,0.0,m,514
12716,CO,2002,0.0,m,514
12717,CO,2003,0.0,m,514
12718,CO,2004,0.0,m,514
12719,CO,2005,0.0,m,514
12720,CO,2006,0.0,m,514
12721,CO,2007,0.0,m,514
12722,CO,2008,0.0,m,514
12723,CR,1980,0.0,m,514
12724,CR,1981,0.0,m,514
12725,CR,1982,0.0,m,514
12726,CR,1983,0.0,m,514
12727,CR,1984,0.0,m,514
12728,CR,1985,0.0,m,514
12729,CR,1986,0.0,m,514
12730,CR,1987,0.0,m,514
12731,CR,1988,0.0,m,514
12732,CR,1989,0.0,m,514
12733,CR,1990,0.0,m,514
12734,CR,1991,0.0,m,514
12735,CR,1992,0.0,m,514
12736,CR,1993,0.0,m,514
12737,CR,1994,0.0,m,514
12738,CR,1995,0.0,m,514
12739,CR,1996,0.0,m,514
12740,CR,1997,0.0,m,514
12741,CR,1998,0.0,m,514
12742,CR,1999,0.0,m,514
12743,CR,2000,0.0,m,514
12744,CR,2001,0.0,m,514
12745,CR,2002,0.0,m,514
12746,CR,2003,0.0,m,514
12747,CR,2004,0.0,m,514
12748,CR,2005,0.0,m,514
12749,CR,2006,1.0,m,514
12750,CR,2007,2.0,m,514
12751,CR,2008,3.0,m,514
12752,CU,1980,0.0,m,514
12753,CU,1981,0.0,m,514
12754,CU,1982,0.0,m,514
12755,CU,1983,0.0,m,514
12756,CU,1984,0.0,m,514
12757,CU,1985,0.0,m,514
12758,CU,1986,0.0,m,514
12759,CU,1987,0.0,m,514
12760,CU,1988,0.0,m,514
12761,CU,1989,0.0,m,514
12762,CU,1990,0.0,m,514
12763,CU,1991,0.0,m,514
12764,CU,1992,0.0,m,514
12765,CU,1993,0.0,m,514
12766,CU,1994,0.0,m,514
12767,CU,1995,0.0,m,514
12768,CU,1996,0.0,m,514
12769,CU,1997,0.0,m,514
12770,CU,1998,0.0,m,514
12771,CU,1999,0.0,m,514
12772,CU,2000,0.0,m,514
12773,CU,2001,0.0,m,514
12774,CU,2002,0.0,m,514
12775,CU,2003,0.0,m,514
12776,CU,2004,0.0,m,514
12777,CU,2005,0.0,m,514
12778,CU,2006,0.0,m,514
12779,CU,2007,0.0,m,514
12780,CU,2008,2.0,m,514
12781,CV,1980,0.0,m,514
12782,CV,1981,0.0,m,514
12783,CV,1982,0.0,m,514
12784,CV,1983,0.0,m,514
12785,CV,1984,0.0,m,514
12786,CV,1985,0.0,m,514
12787,CV,1987,0.0,m,514
12788,CV,1988,0.0,m,514
12789,CV,1989,0.0,m,514
12790,CV,1990,0.0,m,514
12791,CV,1995,0.0,m,514
12792,CV,1996,0.0,m,514
12793,CV,1997,0.0,m,514
12794,CV,1998,0.0,m,514
12795,CV,2000,0.0,m,514
12796,CV,2001,0.0,m,514
12797,CV,2002,0.0,m,514
12798,CV,2003,0.0,m,514
12799,CV,2004,0.0,m,514
12800,CV,2005,0.0,m,514
12801,CV,2006,2.0,m,514
12802,CV,2007,0.0,m,514
12803,CV,2008,0.0,m,514
12804,CY,1980,0.0,m,514
12805,CY,1981,0.0,m,514
12806,CY,1982,0.0,m,514
12807,CY,1983,0.0,m,514
12808,CY,1984,0.0,m,514
12809,CY,1985,0.0,m,514
12810,CY,1986,0.0,m,514
12811,CY,1987,0.0,m,514
12812,CY,1988,0.0,m,514
12813,CY,1989,0.0,m,514
12814,CY,1990,0.0,m,514
12815,CY,1991,0.0,m,514
12816,CY,1992,0.0,m,514
12817,CY,1993,0.0,m,514
12818,CY,1994,0.0,m,514
12819,CY,1995,0.0,m,514
12820,CY,1996,0.0,m,514
12821,CY,1997,0.0,m,514
12822,CY,1998,0.0,m,514
12823,CY,1999,0.0,m,514
12824,CY,2000,0.0,m,514
12825,CY,2001,0.0,m,514
12826,CY,2002,0.0,m,514
12827,CY,2003,0.0,m,514
12828,CY,2004,0.0,m,514
12829,CY,2005,0.0,m,514
12830,CY,2006,0.0,m,514
12831,CY,2007,0.0,m,514
12832,CY,2008,0.0,m,514
12833,CZ,1980,0.0,m,514
12834,CZ,1981,0.0,m,514
12835,CZ,1982,0.0,m,514
12836,CZ,1983,0.0,m,514
